station_id,date,element,value,source_flag
OPEN4071_N7401,2024-05-20,TMIN,10.7,open-meteo
OPEN4071_N7401,2024-05-20,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-05-21,TMAX,27.1,open-meteo
OPEN4071_N7401,2024-05-21,TMIN,12.4,open-meteo
OPEN4071_N7401,2024-05-21,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-05-22,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-05-22,TMIN,15.8,open-meteo
OPEN4071_N7401,2024-05-22,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-05-23,TMAX,27.1,open-meteo
OPEN4071_N7401,2024-05-23,TMIN,19.0,open-meteo
OPEN4071_N7401,2024-05-23,PRCP,3.0,open-meteo
OPEN4071_N7401,2024-05-24,TMAX,29.4,open-meteo
OPEN4071_N7401,2024-05-24,TMIN,15.8,open-meteo
OPEN4071_N7401,2024-05-24,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-05-25,TMAX,26.0,open-meteo
OPEN4071_N7401,2024-05-25,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-05-25,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-05-26,TMAX,26.0,open-meteo
OPEN4071_N7401,2024-05-26,TMIN,15.7,open-meteo
OPEN4071_N7401,2024-05-26,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-05-27,TMAX,22.5,open-meteo
OPEN4071_N7401,2024-05-27,TMIN,17.1,open-meteo
OPEN4071_N7401,2024-05-27,PRCP,34.6,open-meteo
OPEN4071_N7401,2024-05-28,TMAX,27.1,open-meteo
OPEN4071_N7401,2024-05-28,TMIN,16.9,open-meteo
OPEN4071_N7401,2024-05-28,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-05-29,TMAX,25.1,open-meteo
OPEN4071_N7401,2024-05-29,TMIN,14.0,open-meteo
OPEN4071_N7401,2024-05-29,PRCP,13.8,open-meteo
OPEN4071_N7401,2024-05-30,TMAX,21.7,open-meteo
OPEN4071_N7401,2024-05-30,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-05-30,PRCP,0.8,open-meteo
OPEN4071_N7401,2024-05-31,TMAX,25.0,open-meteo
OPEN4071_N7401,2024-05-31,TMIN,13.2,open-meteo
OPEN4071_N7401,2024-05-31,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-01,TMAX,28.1,open-meteo
OPEN4071_N7401,2024-06-01,TMIN,13.1,open-meteo
OPEN4071_N7401,2024-06-01,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-02,TMAX,27.3,open-meteo
OPEN4071_N7401,2024-06-02,TMIN,14.2,open-meteo
OPEN4071_N7401,2024-06-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-03,TMAX,30.0,open-meteo
OPEN4071_N7401,2024-06-03,TMIN,17.5,open-meteo
OPEN4071_N7401,2024-06-03,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-06-04,TMAX,25.6,open-meteo
OPEN4071_N7401,2024-06-04,TMIN,16.0,open-meteo
OPEN4071_N7401,2024-06-04,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-05,TMAX,26.2,open-meteo
OPEN4071_N7401,2024-06-05,TMIN,14.7,open-meteo
OPEN4071_N7401,2024-06-05,PRCP,6.8,open-meteo
OPEN4071_N7401,2024-06-06,TMAX,27.8,open-meteo
OPEN4071_N7401,2024-06-06,TMIN,19.4,open-meteo
OPEN4071_N7401,2024-06-06,PRCP,40.5,open-meteo
OPEN4071_N7401,2024-06-07,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-06-07,TMIN,17.2,open-meteo
OPEN4071_N7401,2024-06-07,PRCP,0.3,open-meteo
OPEN4071_N7401,2024-06-08,TMAX,25.3,open-meteo
OPEN4071_N7401,2024-06-08,TMIN,15.4,open-meteo
OPEN4071_N7401,2024-06-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-09,TMAX,25.4,open-meteo
OPEN4071_N7401,2024-06-09,TMIN,14.6,open-meteo
OPEN4071_N7401,2024-06-09,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-06-10,TMAX,24.5,open-meteo
OPEN4071_N7401,2024-06-10,TMIN,14.6,open-meteo
OPEN4071_N7401,2024-06-10,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-11,TMAX,23.4,open-meteo
OPEN4071_N7401,2024-06-11,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-06-11,PRCP,1.1,open-meteo
OPEN4071_N7401,2024-06-12,TMAX,25.8,open-meteo
OPEN4071_N7401,2024-06-12,TMIN,14.5,open-meteo
OPEN4071_N7401,2024-06-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-13,TMAX,29.0,open-meteo
OPEN4071_N7401,2024-06-13,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-06-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-14,TMAX,29.6,open-meteo
OPEN4071_N7401,2024-06-14,TMIN,19.1,open-meteo
OPEN4071_N7401,2024-06-14,PRCP,18.9,open-meteo
OPEN4071_N7401,2024-06-15,TMAX,27.4,open-meteo
OPEN4071_N7401,2024-06-15,TMIN,17.1,open-meteo
OPEN4071_N7401,2024-06-15,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-16,TMAX,24.0,open-meteo
OPEN4071_N7401,2024-06-16,TMIN,14.5,open-meteo
OPEN4071_N7401,2024-06-16,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-17,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-06-17,TMIN,16.1,open-meteo
OPEN4071_N7401,2024-06-17,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-18,TMAX,30.0,open-meteo
OPEN4071_N7401,2024-06-18,TMIN,20.5,open-meteo
OPEN4071_N7401,2024-06-18,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-19,TMAX,31.1,open-meteo
OPEN4071_N7401,2024-06-19,TMIN,19.8,open-meteo
OPEN4071_N7401,2024-06-19,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-20,TMAX,33.4,open-meteo
OPEN4071_N7401,2024-06-20,TMIN,19.9,open-meteo
OPEN4071_N7401,2024-06-20,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-21,TMAX,35.5,open-meteo
OPEN4071_N7401,2024-06-21,TMIN,22.7,open-meteo
OPEN4071_N7401,2024-06-21,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-22,TMAX,34.7,open-meteo
OPEN4071_N7401,2024-06-22,TMIN,22.3,open-meteo
OPEN4071_N7401,2024-06-22,PRCP,5.0,open-meteo
OPEN4071_N7401,2024-06-23,TMAX,36.3,open-meteo
OPEN4071_N7401,2024-06-23,TMIN,22.6,open-meteo
OPEN4071_N7401,2024-06-23,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-06-24,TMAX,27.2,open-meteo
OPEN4071_N7401,2024-06-24,TMIN,22.0,open-meteo
OPEN4071_N7401,2024-06-24,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-25,TMAX,33.8,open-meteo
OPEN4071_N7401,2024-06-25,TMIN,20.1,open-meteo
OPEN4071_N7401,2024-06-25,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-26,TMAX,35.8,open-meteo
OPEN4071_N7401,2024-06-26,TMIN,23.2,open-meteo
OPEN4071_N7401,2024-06-26,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-06-27,TMAX,30.4,open-meteo
OPEN4071_N7401,2024-06-27,TMIN,20.5,open-meteo
OPEN4071_N7401,2024-06-27,PRCP,10.6,open-meteo
OPEN4071_N7401,2024-06-28,TMAX,25.5,open-meteo
OPEN4071_N7401,2024-06-28,TMIN,15.4,open-meteo
OPEN4071_N7401,2024-06-28,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-06-29,TMAX,26.9,open-meteo
OPEN4071_N7401,2024-06-29,TMIN,17.9,open-meteo
OPEN4071_N7401,2024-06-29,PRCP,1.8,open-meteo
OPEN4071_N7401,2024-06-30,TMAX,33.5,open-meteo
OPEN4071_N7401,2024-06-30,TMIN,19.8,open-meteo
OPEN4071_N7401,2024-06-30,PRCP,20.7,open-meteo
OPEN4071_N7401,2024-07-01,TMAX,26.9,open-meteo
OPEN4071_N7401,2024-07-01,TMIN,16.5,open-meteo
OPEN4071_N7401,2024-07-01,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-07-02,TMAX,28.8,open-meteo
OPEN4071_N7401,2024-07-02,TMIN,16.5,open-meteo
OPEN4071_N7401,2024-07-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-03,TMAX,28.1,open-meteo
OPEN4071_N7401,2024-07-03,TMIN,17.2,open-meteo
OPEN4071_N7401,2024-07-03,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-04,TMAX,30.5,open-meteo
OPEN4071_N7401,2024-07-04,TMIN,19.5,open-meteo
OPEN4071_N7401,2024-07-04,PRCP,2.2,open-meteo
OPEN4071_N7401,2024-07-05,TMAX,32.2,open-meteo
OPEN4071_N7401,2024-07-05,TMIN,22.1,open-meteo
OPEN4071_N7401,2024-07-05,PRCP,1.3,open-meteo
OPEN4071_N7401,2024-07-06,TMAX,33.2,open-meteo
OPEN4071_N7401,2024-07-06,TMIN,23.0,open-meteo
OPEN4071_N7401,2024-07-06,PRCP,3.2,open-meteo
OPEN4071_N7401,2024-07-07,TMAX,32.7,open-meteo
OPEN4071_N7401,2024-07-07,TMIN,23.8,open-meteo
OPEN4071_N7401,2024-07-07,PRCP,1.6,open-meteo
OPEN4071_N7401,2024-07-08,TMAX,33.0,open-meteo
OPEN4071_N7401,2024-07-08,TMIN,23.3,open-meteo
OPEN4071_N7401,2024-07-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-09,TMAX,31.0,open-meteo
OPEN4071_N7401,2024-07-09,TMIN,22.5,open-meteo
OPEN4071_N7401,2024-07-09,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-07-10,TMAX,32.1,open-meteo
OPEN4071_N7401,2024-07-10,TMIN,24.8,open-meteo
OPEN4071_N7401,2024-07-10,PRCP,0.3,open-meteo
OPEN4071_N7401,2024-07-11,TMAX,34.5,open-meteo
OPEN4071_N7401,2024-07-11,TMIN,23.4,open-meteo
OPEN4071_N7401,2024-07-11,PRCP,5.6,open-meteo
OPEN4071_N7401,2024-07-12,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-07-12,TMIN,21.9,open-meteo
OPEN4071_N7401,2024-07-12,PRCP,6.1,open-meteo
OPEN4071_N7401,2024-07-13,TMAX,30.8,open-meteo
OPEN4071_N7401,2024-07-13,TMIN,21.6,open-meteo
OPEN4071_N7401,2024-07-13,PRCP,27.4,open-meteo
OPEN4071_N7401,2024-07-14,TMAX,31.4,open-meteo
OPEN4071_N7401,2024-07-14,TMIN,22.0,open-meteo
OPEN4071_N7401,2024-07-14,PRCP,1.2,open-meteo
OPEN4071_N7401,2024-07-15,TMAX,35.2,open-meteo
OPEN4071_N7401,2024-07-15,TMIN,23.1,open-meteo
OPEN4071_N7401,2024-07-15,PRCP,0.5,open-meteo
OPEN4071_N7401,2024-07-16,TMAX,35.2,open-meteo
OPEN4071_N7401,2024-07-16,TMIN,22.7,open-meteo
OPEN4071_N7401,2024-07-16,PRCP,0.8,open-meteo
OPEN4071_N7401,2024-07-17,TMAX,32.1,open-meteo
OPEN4071_N7401,2024-07-17,TMIN,23.5,open-meteo
OPEN4071_N7401,2024-07-17,PRCP,34.1,open-meteo
OPEN4071_N7401,2024-07-18,TMAX,30.9,open-meteo
OPEN4071_N7401,2024-07-18,TMIN,21.5,open-meteo
OPEN4071_N7401,2024-07-18,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-19,TMAX,29.0,open-meteo
OPEN4071_N7401,2024-07-19,TMIN,18.0,open-meteo
OPEN4071_N7401,2024-07-19,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-20,TMAX,28.9,open-meteo
OPEN4071_N7401,2024-07-20,TMIN,17.8,open-meteo
OPEN4071_N7401,2024-07-20,PRCP,2.1,open-meteo
OPEN4071_N7401,2024-07-21,TMAX,31.5,open-meteo
OPEN4071_N7401,2024-07-21,TMIN,19.8,open-meteo
OPEN4071_N7401,2024-07-21,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-07-22,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-07-22,TMIN,21.1,open-meteo
OPEN4071_N7401,2024-07-22,PRCP,4.6,open-meteo
OPEN4071_N7401,2024-07-23,TMAX,29.6,open-meteo
OPEN4071_N7401,2024-07-23,TMIN,21.1,open-meteo
OPEN4071_N7401,2024-07-23,PRCP,3.2,open-meteo
OPEN4071_N7401,2024-07-24,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-07-24,TMIN,21.2,open-meteo
OPEN4071_N7401,2024-07-24,PRCP,8.8,open-meteo
OPEN4071_N7401,2024-07-25,TMAX,30.8,open-meteo
OPEN4071_N7401,2024-07-25,TMIN,20.7,open-meteo
OPEN4071_N7401,2024-07-25,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-26,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-07-26,TMIN,18.2,open-meteo
OPEN4071_N7401,2024-07-26,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-27,TMAX,30.0,open-meteo
OPEN4071_N7401,2024-07-27,TMIN,17.7,open-meteo
OPEN4071_N7401,2024-07-27,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-28,TMAX,31.5,open-meteo
OPEN4071_N7401,2024-07-28,TMIN,18.1,open-meteo
OPEN4071_N7401,2024-07-28,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-29,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-07-29,TMIN,21.6,open-meteo
OPEN4071_N7401,2024-07-29,PRCP,4.0,open-meteo
OPEN4071_N7401,2024-07-30,TMAX,32.1,open-meteo
OPEN4071_N7401,2024-07-30,TMIN,21.4,open-meteo
OPEN4071_N7401,2024-07-30,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-07-31,TMAX,32.0,open-meteo
OPEN4071_N7401,2024-07-31,TMIN,23.2,open-meteo
OPEN4071_N7401,2024-07-31,PRCP,9.9,open-meteo
OPEN4071_N7401,2024-08-01,TMAX,34.9,open-meteo
OPEN4071_N7401,2024-08-01,TMIN,20.5,open-meteo
OPEN4071_N7401,2024-08-01,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-08-02,TMAX,33.0,open-meteo
OPEN4071_N7401,2024-08-02,TMIN,23.7,open-meteo
OPEN4071_N7401,2024-08-02,PRCP,10.0,open-meteo
OPEN4071_N7401,2024-08-03,TMAX,33.1,open-meteo
OPEN4071_N7401,2024-08-03,TMIN,23.5,open-meteo
OPEN4071_N7401,2024-08-03,PRCP,13.3,open-meteo
OPEN4071_N7401,2024-08-04,TMAX,28.3,open-meteo
OPEN4071_N7401,2024-08-04,TMIN,23.1,open-meteo
OPEN4071_N7401,2024-08-04,PRCP,13.5,open-meteo
OPEN4071_N7401,2024-08-05,TMAX,32.0,open-meteo
OPEN4071_N7401,2024-08-05,TMIN,20.4,open-meteo
OPEN4071_N7401,2024-08-05,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-06,TMAX,32.6,open-meteo
OPEN4071_N7401,2024-08-06,TMIN,22.1,open-meteo
OPEN4071_N7401,2024-08-06,PRCP,43.0,open-meteo
OPEN4071_N7401,2024-08-07,TMAX,22.7,open-meteo
OPEN4071_N7401,2024-08-07,TMIN,18.5,open-meteo
OPEN4071_N7401,2024-08-07,PRCP,19.1,open-meteo
OPEN4071_N7401,2024-08-08,TMAX,23.5,open-meteo
OPEN4071_N7401,2024-08-08,TMIN,18.2,open-meteo
OPEN4071_N7401,2024-08-08,PRCP,5.1,open-meteo
OPEN4071_N7401,2024-08-09,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-08-09,TMIN,22.3,open-meteo
OPEN4071_N7401,2024-08-09,PRCP,23.9,open-meteo
OPEN4071_N7401,2024-08-10,TMAX,29.5,open-meteo
OPEN4071_N7401,2024-08-10,TMIN,21.6,open-meteo
OPEN4071_N7401,2024-08-10,PRCP,0.8,open-meteo
OPEN4071_N7401,2024-08-11,TMAX,27.5,open-meteo
OPEN4071_N7401,2024-08-11,TMIN,19.1,open-meteo
OPEN4071_N7401,2024-08-11,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-12,TMAX,26.4,open-meteo
OPEN4071_N7401,2024-08-12,TMIN,16.5,open-meteo
OPEN4071_N7401,2024-08-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-13,TMAX,27.1,open-meteo
OPEN4071_N7401,2024-08-13,TMIN,16.5,open-meteo
OPEN4071_N7401,2024-08-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-14,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-08-14,TMIN,17.6,open-meteo
OPEN4071_N7401,2024-08-14,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-08-15,TMAX,30.4,open-meteo
OPEN4071_N7401,2024-08-15,TMIN,17.2,open-meteo
OPEN4071_N7401,2024-08-15,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-16,TMAX,30.5,open-meteo
OPEN4071_N7401,2024-08-16,TMIN,18.5,open-meteo
OPEN4071_N7401,2024-08-16,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-17,TMAX,26.5,open-meteo
OPEN4071_N7401,2024-08-17,TMIN,20.9,open-meteo
OPEN4071_N7401,2024-08-17,PRCP,4.7,open-meteo
OPEN4071_N7401,2024-08-18,TMAX,25.8,open-meteo
OPEN4071_N7401,2024-08-18,TMIN,20.4,open-meteo
OPEN4071_N7401,2024-08-18,PRCP,43.5,open-meteo
OPEN4071_N7401,2024-08-19,TMAX,28.5,open-meteo
OPEN4071_N7401,2024-08-19,TMIN,19.3,open-meteo
OPEN4071_N7401,2024-08-19,PRCP,13.6,open-meteo
OPEN4071_N7401,2024-08-20,TMAX,22.5,open-meteo
OPEN4071_N7401,2024-08-20,TMIN,15.8,open-meteo
OPEN4071_N7401,2024-08-20,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-08-21,TMAX,22.8,open-meteo
OPEN4071_N7401,2024-08-21,TMIN,13.0,open-meteo
OPEN4071_N7401,2024-08-21,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-22,TMAX,24.6,open-meteo
OPEN4071_N7401,2024-08-22,TMIN,12.6,open-meteo
OPEN4071_N7401,2024-08-22,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-23,TMAX,27.5,open-meteo
OPEN4071_N7401,2024-08-23,TMIN,13.4,open-meteo
OPEN4071_N7401,2024-08-23,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-24,TMAX,30.0,open-meteo
OPEN4071_N7401,2024-08-24,TMIN,14.9,open-meteo
OPEN4071_N7401,2024-08-24,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-25,TMAX,30.2,open-meteo
OPEN4071_N7401,2024-08-25,TMIN,16.4,open-meteo
OPEN4071_N7401,2024-08-25,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-08-26,TMAX,30.0,open-meteo
OPEN4071_N7401,2024-08-26,TMIN,18.2,open-meteo
OPEN4071_N7401,2024-08-26,PRCP,0.9,open-meteo
OPEN4071_N7401,2024-08-27,TMAX,29.9,open-meteo
OPEN4071_N7401,2024-08-27,TMIN,17.8,open-meteo
OPEN4071_N7401,2024-08-27,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-28,TMAX,34.2,open-meteo
OPEN4071_N7401,2024-08-28,TMIN,21.5,open-meteo
OPEN4071_N7401,2024-08-28,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-08-29,TMAX,27.0,open-meteo
OPEN4071_N7401,2024-08-29,TMIN,20.2,open-meteo
OPEN4071_N7401,2024-08-29,PRCP,4.8,open-meteo
OPEN4071_N7401,2024-08-30,TMAX,24.0,open-meteo
OPEN4071_N7401,2024-08-30,TMIN,18.1,open-meteo
OPEN4071_N7401,2024-08-30,PRCP,3.7,open-meteo
OPEN4071_N7401,2024-08-31,TMAX,25.8,open-meteo
OPEN4071_N7401,2024-08-31,TMIN,17.8,open-meteo
OPEN4071_N7401,2024-08-31,PRCP,0.9,open-meteo
OPEN4071_N7401,2024-09-01,TMAX,29.1,open-meteo
OPEN4071_N7401,2024-09-01,TMIN,21.0,open-meteo
OPEN4071_N7401,2024-09-01,PRCP,4.8,open-meteo
OPEN4071_N7401,2024-09-02,TMAX,26.2,open-meteo
OPEN4071_N7401,2024-09-02,TMIN,16.4,open-meteo
OPEN4071_N7401,2024-09-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-03,TMAX,23.0,open-meteo
OPEN4071_N7401,2024-09-03,TMIN,12.3,open-meteo
OPEN4071_N7401,2024-09-03,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-04,TMAX,25.1,open-meteo
OPEN4071_N7401,2024-09-04,TMIN,12.4,open-meteo
OPEN4071_N7401,2024-09-04,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-05,TMAX,25.6,open-meteo
OPEN4071_N7401,2024-09-05,TMIN,12.7,open-meteo
OPEN4071_N7401,2024-09-05,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-06,TMAX,26.5,open-meteo
OPEN4071_N7401,2024-09-06,TMIN,14.6,open-meteo
OPEN4071_N7401,2024-09-06,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-09-07,TMAX,24.5,open-meteo
OPEN4071_N7401,2024-09-07,TMIN,13.7,open-meteo
OPEN4071_N7401,2024-09-07,PRCP,3.1,open-meteo
OPEN4071_N7401,2024-09-08,TMAX,21.9,open-meteo
OPEN4071_N7401,2024-09-08,TMIN,11.4,open-meteo
OPEN4071_N7401,2024-09-08,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-09,TMAX,25.0,open-meteo
OPEN4071_N7401,2024-09-09,TMIN,10.6,open-meteo
OPEN4071_N7401,2024-09-09,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-10,TMAX,26.1,open-meteo
OPEN4071_N7401,2024-09-10,TMIN,13.8,open-meteo
OPEN4071_N7401,2024-09-10,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-11,TMAX,25.5,open-meteo
OPEN4071_N7401,2024-09-11,TMIN,12.1,open-meteo
OPEN4071_N7401,2024-09-11,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-12,TMAX,26.3,open-meteo
OPEN4071_N7401,2024-09-12,TMIN,14.9,open-meteo
OPEN4071_N7401,2024-09-12,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-13,TMAX,27.5,open-meteo
OPEN4071_N7401,2024-09-13,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-09-13,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-14,TMAX,29.6,open-meteo
OPEN4071_N7401,2024-09-14,TMIN,14.9,open-meteo
OPEN4071_N7401,2024-09-14,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-15,TMAX,28.1,open-meteo
OPEN4071_N7401,2024-09-15,TMIN,15.1,open-meteo
OPEN4071_N7401,2024-09-15,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-16,TMAX,25.8,open-meteo
OPEN4071_N7401,2024-09-16,TMIN,13.1,open-meteo
OPEN4071_N7401,2024-09-16,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-17,TMAX,27.2,open-meteo
OPEN4071_N7401,2024-09-17,TMIN,14.8,open-meteo
OPEN4071_N7401,2024-09-17,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-18,TMAX,23.9,open-meteo
OPEN4071_N7401,2024-09-18,TMIN,18.1,open-meteo
OPEN4071_N7401,2024-09-18,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-19,TMAX,29.8,open-meteo
OPEN4071_N7401,2024-09-19,TMIN,16.4,open-meteo
OPEN4071_N7401,2024-09-19,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-20,TMAX,27.8,open-meteo
OPEN4071_N7401,2024-09-20,TMIN,17.4,open-meteo
OPEN4071_N7401,2024-09-20,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-21,TMAX,27.1,open-meteo
OPEN4071_N7401,2024-09-21,TMIN,15.4,open-meteo
OPEN4071_N7401,2024-09-21,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-22,TMAX,25.4,open-meteo
OPEN4071_N7401,2024-09-22,TMIN,13.6,open-meteo
OPEN4071_N7401,2024-09-22,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-23,TMAX,21.1,open-meteo
OPEN4071_N7401,2024-09-23,TMIN,13.2,open-meteo
OPEN4071_N7401,2024-09-23,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-09-24,TMAX,20.2,open-meteo
OPEN4071_N7401,2024-09-24,TMIN,13.9,open-meteo
OPEN4071_N7401,2024-09-24,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-09-25,TMAX,20.8,open-meteo
OPEN4071_N7401,2024-09-25,TMIN,16.0,open-meteo
OPEN4071_N7401,2024-09-25,PRCP,1.1,open-meteo
OPEN4071_N7401,2024-09-26,TMAX,23.4,open-meteo
OPEN4071_N7401,2024-09-26,TMIN,17.1,open-meteo
OPEN4071_N7401,2024-09-26,PRCP,4.4,open-meteo
OPEN4071_N7401,2024-09-27,TMAX,22.3,open-meteo
OPEN4071_N7401,2024-09-27,TMIN,18.2,open-meteo
OPEN4071_N7401,2024-09-27,PRCP,0.9,open-meteo
OPEN4071_N7401,2024-09-28,TMAX,20.0,open-meteo
OPEN4071_N7401,2024-09-28,TMIN,16.0,open-meteo
OPEN4071_N7401,2024-09-28,PRCP,13.7,open-meteo
OPEN4071_N7401,2024-09-29,TMAX,18.6,open-meteo
OPEN4071_N7401,2024-09-29,TMIN,16.5,open-meteo
OPEN4071_N7401,2024-09-29,PRCP,1.2,open-meteo
OPEN4071_N7401,2024-09-30,TMAX,22.9,open-meteo
OPEN4071_N7401,2024-09-30,TMIN,14.4,open-meteo
OPEN4071_N7401,2024-09-30,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-01,TMAX,22.2,open-meteo
OPEN4071_N7401,2024-10-01,TMIN,14.2,open-meteo
OPEN4071_N7401,2024-10-01,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-02,TMAX,20.7,open-meteo
OPEN4071_N7401,2024-10-02,TMIN,13.0,open-meteo
OPEN4071_N7401,2024-10-02,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-03,TMAX,22.4,open-meteo
OPEN4071_N7401,2024-10-03,TMIN,14.4,open-meteo
OPEN4071_N7401,2024-10-03,PRCP,0.1,open-meteo
OPEN4071_N7401,2024-10-04,TMAX,23.4,open-meteo
OPEN4071_N7401,2024-10-04,TMIN,12.4,open-meteo
OPEN4071_N7401,2024-10-04,PRCP,0.2,open-meteo
OPEN4071_N7401,2024-10-05,TMAX,24.0,open-meteo
OPEN4071_N7401,2024-10-05,TMIN,13.1,open-meteo
OPEN4071_N7401,2024-10-05,PRCP,0.4,open-meteo
OPEN4071_N7401,2024-10-06,TMAX,21.9,open-meteo
OPEN4071_N7401,2024-10-06,TMIN,10.1,open-meteo
OPEN4071_N7401,2024-10-06,PRCP,0.0,open-meteo
OPEN4071_N7401,2024-10-07,TMAX,23.6,open-meteo
OPEN4071_N7401,2024-10-07,TMIN,14.9,open-meteo
OPEN4071_N7401,2024-10-07,PRCP,5.5,open-meteo
OPEN4071_N7401,2024-10-08,TMAX,20.9,open-meteo
